Date,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,Date
2020-01-03,-0.009722232859978308,-0.012139034655920922,-0.005231173961233848,-0.005291101871636172,-0.012451889364397228,-0.016005519541096302,0.02963325829792085,2020-01-03
2020-01-06,0.007968636136420848,0.01488557393050649,0.02665390716449867,0.018833535755281572,0.0025847834466634634,0.004193441420296651,0.01925463704513497,2020-01-06
2020-01-07,-0.0047030621146235685,0.0020916204156393725,-0.001931504659659078,0.0021636270028373428,-0.00911775218610944,0.012106520510331897,0.03880052465815398,2020-01-07
2020-01-08,0.016086015127925846,-0.007808640261289357,0.0071176971074216056,0.010137983812324558,0.015928461858544685,0.0018755899886042648,0.04920482578812169,2020-01-08
2020-01-09,0.02124098939400465,0.0047991747864684076,0.010497872926210627,0.014311026188628562,0.012492614855042383,0.010982676000898861,-0.021945011900097344,2020-01-09
2020-01-10,0.002260439009620363,-0.009410596802031268,0.006458761701786608,-0.0010995597270515578,-0.0046265583224549545,0.005349362057462725,-0.006627297633174267,2020-01-10
2020-01-13,0.02136440511447546,0.004322578245699482,0.007746966645722164,0.017655801534615767,0.012024190059145567,0.03135240336884948,0.09768895885093332,2020-01-13
2020-01-14,-0.013503211234379031,-0.011558211718052602,-0.006555468753821847,-0.012843124316319066,-0.007043056017856819,-0.01865230064449619,0.024882822120200876,2020-01-14
2020-01-15,-0.0042855952178066925,-0.003969126548924895,0.00601842222536475,0.0095408344919381,0.0064761130662198685,-0.0069152401113204975,-0.03610201351305786,2020-01-15
2020-01-16,0.012526485897569106,0.00854991102959346,0.007615446601587417,0.0028035478822956428,0.018323443873310197,0.013682660214640041,-0.009662477636014799,2020-01-16
2020-01-17,0.011071275232929834,-0.00703966144232826,0.020245965918583186,0.001668391970169436,0.0055965165344846746,0.0014057502185760296,-0.005822894156913949,2020-01-17
2020-01-21,-0.006777040460646977,0.014629525206926841,0.0018452235549353269,-0.0031511915518471767,-0.003590638339637575,-0.005375381995190276,0.07189030619278935,2020-01-21
2020-01-22,0.00356946896558874,-0.0023995494624704516,0.0010928829638887638,-0.0005418803136210126,-0.004804705973614931,0.008752230313507248,0.04086264444061727,2020-01-22
2020-01-23,0.00481569907980961,-0.0015259112256781338,0.0005525531847920817,-0.00704867863920533,0.006155706081965029,0.010994908496759104,0.004635122144013071,2020-01-23
2020-01-24,-0.002881790613376345,-0.012172426638861644,-0.012473956718978219,-0.008281648537346697,-0.01007660548110123,-0.009412201366480355,-0.012897603180825445,2020-01-24
2020-01-27,-0.029405600473697224,-0.01788746376771211,-0.023489696296787543,-0.014086522428649717,-0.016723480235028454,-0.04104127518764611,-0.012039272835579595,2020-01-27
2020-01-28,0.02828953904460052,0.01362436592451366,0.013110038993078943,0.013589547975518368,0.01959596297886934,0.032348036488514254,0.015913383222044608,2020-01-28
2020-01-29,0.020932735698235394,0.0025630978623367717,0.004274223467856109,0.024978180250471826,0.015592534773763989,-0.00979956426813311,0.024854513769903885,2020-01-29
2020-01-30,-0.0014492359351439,0.006824489189870775,-0.0016817445821374344,-0.06137164521660565,0.02820779734212353,0.0010994862251809678,0.10296225866535558,2020-01-30
2020-01-31,-0.04433882330596328,0.07379135586484753,-0.014763668935691698,-0.03636711070570331,-0.014758475139209248,-0.0381597103692235,0.015230690473505337,2020-01-31
2020-02-03,-0.002746465077996585,-0.0022501685803328897,0.034771451881267845,0.01129220038296097,0.024378778680646862,0.01649572245209563,0.19894859376394902,2020-02-03
2020-02-04,0.03301373665725316,0.022687342140775613,-0.025084206402237852,0.02762129681979575,0.03291647890128191,0.028294390063574593,0.13725640223576474,2020-02-04
2020-02-05,0.008154296131823946,-0.004781236737139594,0.0004426586472487948,0.0013344682993152723,-0.0012215912368467308,0.014688701643803315,-0.1717583947927872,2020-02-05
2020-02-06,0.011697341962361385,0.0050787328892443195,0.02069101292207387,0.0035220308266088463,0.020734073345136217,0.013917641251127266,0.01940931694254422,2020-02-06
