Price,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Date
Ticker,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,82.44223022460938,127.2509994506836,70.39083099365234,227.7101593017578,180.2012481689453,8.90459156036377,62.35200119018555,84.63225412884543,131.07400512695312,71.46643014655847,230.77844043738202,184.0214259511161,9.158545881211754,65.8653335571289,81.32775466079362,125.1675033569336,69.03972605596952,223.64568358446562,177.74403344899753,8.676057865010044,60.84000015258789,83.882782549069,130.0605010986328,71.0354895960037,229.02512824518362,182.8888015959593,9.133873452443774,65.33333587646484,200146000,108722000,36676000,22091400,43373600,570908000,251451000,2020-06-12
2020-06-15,83.4617919921875,128.63400268554688,70.78041076660156,231.615234375,181.35302734375,9.145086288452148,66.05999755859375,84.1163662672843,129.1999969482422,70.99263883796326,232.88040571789588,183.1575397419374,9.15355982883939,66.5893325805664,80.92866395631923,125.4000015258789,69.1094662895663,223.9445393304671,176.6209862078857,8.716429531117667,60.56666564941406,81.09170230417108,126.33000183105469,69.22355465173395,224.23342906352013,177.16810461859515,8.787706903157721,61.18600082397461,138808800,77302000,30468000,15340300,32770200,400004000,235458000,2020-06-15
2020-06-16,85.67372131347656,130.7635040283203,72.06227111816406,234.75326538085938,185.79713439941406,9.040165901184082,65.47533416748047,85.94626382585014,131.0,72.59533476014369,237.55258514206614,187.72641685743025,9.237797256085665,67.52532958984375,83.88277221688082,128.8000030517578,71.1914274344332,232.1133556140366,183.77186161876213,8.811134052629669,64.15933227539062,85.52285420682057,131.0,72.18830958177831,236.23760089545877,185.14443242683828,9.196177745621114,67.4566650390625,165428800,71712000,30648000,15236700,42556700,535716000,210766500,2020-06-16
2020-06-17,85.55449676513672,132.0489959716797,72.36466979980469,234.6337127685547,186.44020080566406,9.207143783569336,66.11933135986328,86.48160625971012,132.75,72.84592690407887,236.6858712110974,188.43667912161857,9.2699466772153,67.0,85.43282877449953,131.59100341796875,71.49731538830102,230.84817025088478,185.9122834018671,9.041911138678998,65.50466918945312,86.42077226439153,132.375,72.3846018167284,234.1057308469577,187.19847151579805,9.085276127942803,65.84733581542969,114406400,59186000,30610000,19578100,25687800,408304000,148362000,2020-06-17
2020-06-18,85.58856201171875,132.69900512695312,71.4469985961914,235.04214477539062,188.43667602539062,9.189196586608887,66.9306640625,86.00710017036369,132.98199462890625,72.38609154152647,235.24138064542944,188.5998478300532,9.253494896577868,67.94667053222656,84.97778636060843,131.8054962158203,71.05441692317615,231.2665589150119,186.20982979362395,9.086019631804078,66.2979965209961,85.51069272033729,132.35049438476562,72.23065677847741,234.0957629921643,186.20982979362395,9.198168289049667,66.86666870117188,96820400,49756000,34862000,15782500,23061600,254408000,146278500,2020-06-18
2020-06-19,85.09944152832031,133.75050354003906,70.9747085571289,237.88128662109375,187.3136444091797,9.232315063476562,66.72666931152344,86.76385839432308,134.8715057373047,71.96411801891286,239.9135319874335,191.2873999704439,9.415491134255847,67.73133087158203,83.98739454869698,132.9499969482422,70.69372186493412,234.65362605212943,186.5649668864824,9.198421843255298,66.0893325805664,86.2966575684398,133.9040069580078,71.73993225099585,236.88509208485098,190.61551176367254,9.213624403760143,67.51866912841797,264476000,115540000,52784000,30081300,44441100,524160000,130195500,2020-06-19
2020-06-22,87.32597351074219,135.6909942626953,72.27101135253906,238.3096923828125,192.51608276367188,9.496987342834473,66.28800201416016,87.46954083393744,135.75,72.28546244565803,239.78405625187844,192.6984409769497,9.501473672386293,67.2586669921875,85.4474196297417,133.4499969482422,70.70320078128806,236.00848510589404,187.39050028890262,9.244279310732813,66.00133514404297,85.4936540555532,134.22500610351562,70.99315006784434,237.65220024634309,187.92801104525125,9.270946304572309,66.663330078125,135445200,64176000,29442000,18917800,32818900,398468000,95436000,2020-06-22
2020-06-23,89.18991088867188,138.2205047607422,72.93460845947266,241.3181915283203,193.80223083496094,9.420473098754883,66.78533172607422,90.61342744886733,139.15550231933594,73.4935867933883,244.25696263309538,195.7603074164586,9.612371742797176,67.46666717529297,88.15329753465893,135.90199279785156,71.98903866644696,238.94724345564495,193.34149487196547,9.37810634717525,66.267333984375,88.57427133276799,136.30099487304688,72.33777297352933,240.3618379996212,193.9749958365343,9.521157354943572,66.59200286865234,212155600,84634000,37752000,24017900,30917400,375108000,95479500,2020-06-23
2020-06-24,87.61554718017578,136.72000122070312,71.37625885009766,233.1294708251953,189.8956298828125,9.206646919250488,64.0566635131836,89.73987283324034,139.8000030517578,73.52297212297677,242.29445835181724,195.08839207499327,9.526644154569993,66.72533416748047,87.24080771386359,136.0500030517578,71.24174433717035,231.79455847270322,188.66703011055674,9.115930664927246,63.542667388916016,88.81762744432615,139.0,72.89973548311546,240.28214094943323,193.50465452912027,9.446644132718973,66.27400207519531,192623200,90532000,31592000,20834900,36740600,449372000,164394000,2020-06-24
2020-06-25,88.77870178222656,137.72900390625,71.79473876953125,234.78314208984375,192.29527282714844,9.460347175598145,65.73200225830078,88.81763643178542,137.81149291992188,71.85551545856381,236.39698771997817,192.55443498241675,9.475300648623328,65.73200225830078,87.00965180666661,135.60699462890625,70.720629569588,231.85434265887847,187.62083408877987,9.153559026844006,62.47666549682617,87.77129464423196,136.9774932861328,71.30251980582155,233.72717821871206,189.85727387105254,9.32651696698805,63.61800003051758,137522400,59374000,23958000,18704300,27803900,376072000,138817500,2020-06-25
2020-06-26,86.05089569091797,134.64349365234375,67.88092803955078,215.25775146484375,188.4462890625,9.126396179199219,63.982666015625,88.8954936232834,139.1284942626953,71.59147618941572,232.20301775021557,191.863333440495,9.470318539731345,66.33333587646484,85.90245689556569,134.39999389648438,67.50529083686487,214.5803311680395,187.054517343966,9.096490176320897,63.65800094604492,88.67405701121628,138.7530059814453,71.37277132194346,231.75473317772472,191.70975479189462,9.470318539731345,66.31866455078125,205256800,130016000,97640000,76343900,54675800,592084000,132823500,2020-06-26
2020-06-29,88.0340805053711,134.0189971923828,69.60617065429688,219.8003692626953,190.47154235839844,9.171255111694336,67.29000091552734,88.12898509123728,134.83999633789062,69.64752464958299,219.90995127339727,190.55792484717963,9.175741439671034,67.33333587646484,85.47905300682135,131.50399780273438,67.33839053044488,206.32185794996917,185.7779034024476,8.872192248669542,63.23466873168945,85.9584251297807,134.50050354003906,67.7713227704338,208.9518110060932,187.91835250772525,9.141100028606203,64.60066986083984,130646000,84468000,45074000,58514300,26701600,342248000,135396000,2020-06-29
2020-06-30,88.76895141601562,137.9409942626953,70.64640045166016,226.20591735839844,195.3379364013672,9.468074798583984,71.98733520507812,89.0560934802323,138.48150634765625,70.94282650629934,226.63427374429315,196.19219736576696,9.496485355556365,72.51266479492188,87.60094182870904,133.75149536132812,69.09602088066073,217.63863763326984,189.79964453653514,9.237547523576156,66.91533660888672,87.62040543722048,134.2534942626953,69.59172910748964,219.7505653419522,189.934022172079,9.284898768761654,67.0999984741211,140223200,75394000,40286000,33927100,34310300,367892000,253777500,2020-06-30
2020-07-01,88.60105895996094,143.93499755859375,71.8395767211914,236.6460418701172,196.4801788330078,9.500225067138672,74.64199829101562,89.3919008846663,144.75,72.16241155709176,238.09052107077835,198.063931147309,9.54583274604301,75.68866729736328,88.55239622020926,137.6999969482422,70.45360210227392,226.69405185602776,193.66784129759267,9.383590983987299,72.03333282470703,88.84683067288958,137.89950561523438,70.70220499476825,227.6304772580454,194.98282366026174,9.491004278826638,72.19999694824219,110737200,127268000,42182000,43399700,32061200,326648000,199903500,2020-07-01
2020-07-02,88.60105895996094,144.51499938964844,73.23102569580078,232.53175354003906,197.97752380371094,9.582220077514648,80.57733154296875,90.14867963414797,147.7779998779297,74.15717268174747,239.086716165668,199.66685951857852,9.707078639019961,81.86666870117188,88.4866981798334,143.55499267578125,72.29143106048332,231.72483830509577,196.76812499098386,9.548325903616135,79.04000091552734,89.51114056301097,145.60049438476562,72.3297975310171,238.09052151497772,197.4208122291355,9.608886118232684,81.43199920654297,114041600,131868000,57218000,30633600,29315800,364056000,258751500,2020-07-02
2020-07-06,90.97114562988281,152.8520050048828,74.71166229248047,239.3656463623047,202.23922729492188,9.808509826660156,91.43866729736328,91.44078222719904,152.99400329589844,75.22729491318063,239.48518485461295,202.6519680337817,9.877792664333638,91.85266876220703,90.00266588363523,146.5,73.58225733217644,231.38613278552796,199.73403263748466,9.682155826623525,84.40266418457031,90.03430074503379,146.74850463867188,74.13874222626067,232.87045306743494,200.44432281925558,9.71131458827734,85.11266326904297,118655600,137612000,44712000,26206200,31897600,315892000,308548500,2020-07-06
2020-07-07,90.68888854980469,150.00599670410156,74.22692108154297,239.9434356689453,199.88760375976562,9.840906143188477,92.65733337402344,92.13186915393193,153.4774932861328,75.79124990468137,246.70759041907095,206.0498032802101,10.03853653953038,95.30000305175781,90.57695607635445,149.5,74.21595923259059,237.9112053418843,199.63804947903506,9.819971847789935,89.11399841308594,91.35076272390052,152.92750549316406,74.53630064372297,238.49895651678605,201.99925858935953,9.915173455733374,93.6673355102539,112424400,105150000,42364000,27887800,33600700,357800000,322345500,2020-07-07
2020-07-08,92.80103302001953,154.0554962158203,74.90845489501953,242.65309143066406,204.28370666503906,10.184080123901367,91.05867004394531,92.83266788269125,154.19850158691406,75.2855896621943,246.05011878997345,204.69643276987244,10.193052779530584,94.48400115966797,91.58191749535032,150.6215057373047,74.34549320672672,235.68968544789368,200.30995102141637,9.934363074863974,87.42266845703125,91.66952230167387,151.1304931640625,74.76896117431934,237.20390555187532,201.63454111797887,9.962524550287647,93.66666412353516,117092000,100752000,31766000,29791300,33600000,365480000,244669500,2020-07-08
2020-07-09,93.20011138916016,159.13150024414062,75.65873718261719,243.569580078125,205.71385192871094,10.476168632507324,92.9520034790039,93.7500456266075,159.69400024414062,76.18084662108825,245.59185390320658,207.69112898292917,10.53697793296384,93.90399932861328,92.14889822617897,153.6999969482422,74.5094076914568,238.32960194625068,202.97828962216613,10.201529026113322,90.08533477783203,93.69651141665871,155.79949951171875,75.22381322432761,244.06767737889825,207.64313383532854,10.347821012807945,93.1326675415039,125642800,127774000,41836000,22174900,33121700,494548000,175764000,2020-07-09
2020-07-10,93.36315155029297,160.0,76.67255401611328,244.1374053955078,205.08998107910156,10.44650936126709,102.97666931152344,93.42155723802126,160.75,76.78863406760478,244.55580528195952,205.48352085550894,10.621959122432155,103.2613296508789,92.18054219465331,156.78500366210938,74.76497183660314,238.40928673932723,202.60398723586235,10.346323249550977,91.73400115966797,92.79374622061182,159.58799743652344,75.38920428639194,242.7626520537933,205.04198592289438,10.555667179121489,93.06666564941406,90257200,109720000,35918000,22982700,26177600,497676000,350064000,2020-07-10
2020-07-13,92.93242645263672,155.1999969482422,75.3384017944336,238.09051513671875,198.75497436523438,10.020840644836426,99.80400085449219,97.29057387515883,167.21449279785156,78.53331741345096,249.1980791140628,207.13441134626882,10.758528212408647,119.66600036621094,92.71828964483974,153.41949462890625,75.05592510143445,237.51272043071017,198.20785606173374,9.993675501184924,98.0739974975586,94.67227687695217,162.55299377441406,77.21708959553256,246.07002860272232,205.86740978830667,10.561895125456038,110.5999984741211,191649200,154408000,42954000,24674900,38135600,457076000,584781000,2020-07-13
2020-07-14,94.47030639648438,154.1999969482422,75.7683334350586,238.81773376464844,199.98361206054688,10.344575881958008,101.12000274658203,94.66253642553353,156.36900329589844,75.86498319457694,239.41545662136352,200.46353432165108,10.370245583226325,106.0,91.37507321337583,147.5,74.02814364430351,231.14703817399788,193.91738765007852,9.754923801414622,95.4000015258789,92.31191055961413,154.4499969482422,74.36990704594152,235.8590345052838,197.85275604955902,10.043519465505362,103.73332977294922,170989200,144638000,38108000,23378100,37591800,542676000,351271500,2020-07-14
2020-07-15,95.12002563476562,150.44349670410156,75.57005310058594,239.3656463623047,199.68605041503906,10.195296287536621,103.06732940673828,96.60194074558854,154.91749572753906,76.53903647589908,243.88837853046903,202.84394713378967,10.400402959676807,103.33333587646484,93.91794539378512,148.65899658203125,74.62099414042883,237.14413657614116,196.7969236401965,10.02433191328917,97.13333129882812,96.35130500289155,154.01150512695312,75.88640355335926,240.63081780855447,201.1450182076608,10.381712302350179,102.86666870117188,153198000,115778000,31026000,19133600,32179400,403984000,245517000,2020-07-15
2020-07-16,93.9495849609375,149.9949951171875,75.472412109375,240.01315307617188,195.7314453125,10.103084564208984,100.04266357421875,94.80856064892015,151.60000610351562,75.52173283177987,240.8399964023928,197.43996697224233,10.174859153083277,102.11399841308594,93.34854481035306,145.9114990234375,74.14472076367511,235.43066712453663,194.18609542407444,9.864581912976861,97.73332977294922,93.98851960775556,148.55299377441406,74.80383049169487,237.09431025052712,197.15201075683444,9.983708697602651,98.47733306884766,110577600,127884000,26484000,18880700,29940700,344964000,214512000,2020-07-16
2020-07-17,93.75978088378906,148.09849548339844,75.56855773925781,241.1089630126953,194.7332305908203,10.169628143310547,100.05599975585938,94.55792255878987,151.1999969482422,75.89637177199131,243.23086224459675,196.806483300274,10.21648123621868,102.50066375732422,93.28527277756179,147.42250061035156,74.63444396372523,236.9548336099345,193.30305720606756,10.056234018427366,99.33333587646484,94.40219140138757,150.4499969482422,75.57154526134265,240.08288385377637,196.25937962499378,10.193553329198705,100.89666748046875,92186800,95226000,34264000,18152400,31635300,266284000,139950000,2020-07-17
2020-07-20,95.73565673828125,159.8419952392578,77.90957641601562,244.486083984375,203.1031036376953,10.477911949157715,109.53333282470703,95.8743600058145,160.0679931640625,78.16714187775806,245.11369146477205,203.77499186370676,10.498348085233893,110.0,93.50183459957924,149.7010040283203,74.86361891146494,234.74330173043552,194.85802818757483,10.125017830859766,99.19999694824219,93.84737490055309,150.00999450683594,75.47639543898973,239.14648016579534,196.76812403001048,10.242151039534573,101.267333984375,90318000,151964000,30166000,20872200,36884800,284852000,256821000,2020-07-20
2020-07-21,94.41436767578125,156.9145050048828,77.51499938964844,240.83004760742188,200.3675079345703,10.296229362487793,104.55733489990234,96.60439166826072,162.0290069580078,79.06588061391737,245.97041545685423,205.34910245125968,10.527006686047095,111.66666412353516,94.16373189368295,155.28599548339844,77.35059445549066,239.16640442838812,199.67641883132654,10.254609852091003,103.86666870117188,96.52895810260178,161.62449645996094,78.96524749243123,245.28303874201202,205.08034720511625,10.480152650906263,109.32866668701172,103433200,122426000,27486000,19364200,37990400,277036000,241608000,2020-07-21
2020-07-22,94.67959594726562,154.99549865722656,77.95989227294922,238.95716857910156,203.24710083007812,10.406135559082031,106.15533447265625,95.36336945972936,157.5,78.06600632312026,240.97944218728182,203.77501830690207,10.569373636295285,108.4280014038086,94.0274573004929,153.26300048828125,76.88279551424989,237.21382821337914,200.02202228065076,10.259345450313695,104.13333129882812,94.11505468915274,156.25,77.50454220451702,239.3456838240051,200.79949408921567,10.335108209767633,106.5999984741211,89001600,82084000,24482000,15427900,49605700,367292000,212416500,2020-07-22
2020-07-23,90.37010192871094,149.32749938964844,75.5635757446289,231.71487426757812,194.4069061279297,10.098100662231445,100.87133026123047,94.48977758073065,154.9134979248047,78.23389586305572,241.49749751367125,202.4504080367256,10.514046678748416,112.5999984741211,89.55736078613936,148.5,75.15704470098699,230.86810276184073,194.03256734424946,9.99990816657194,98.71800231933594,94.41190829825081,154.9134979248047,78.01369344820895,238.71812121728394,198.8701920137259,10.417349625754085,111.93000030517578,197004400,113138000,33910000,21771800,67457000,411660000,364927500,2020-07-23
2020-07-24,90.14622497558594,150.44549560546875,75.13812255859375,229.8320770263672,193.2167205810547,10.162649154663086,94.46666717529297,90.49176525760697,151.57899475097656,75.4978187147444,232.60149696907902,194.71407581114096,10.332367179429568,97.66666412353516,86.76872113795501,144.39999389648438,74.11084821614986,226.03656259771827,189.57890135143603,9.746454011921264,91.10266876220703,88.56211314862233,146.5,74.68875512451017,229.31405154622186,192.37205264774803,9.844147403277994,94.40066528320312,185438800,112648000,29902000,18325800,39827000,473292000,290949000,2020-07-24
2020-07-27,92.28271484375,152.760498046875,76.19528198242188,232.6114501953125,195.66429138183594,10.388937950134277,102.63999938964844,92.37518368443884,154.89999389648438,76.60031547041915,234.05592939406793,195.7794680257937,10.409124047207019,103.19599914550781,90.98817335217583,150.7884979248047,75.34337449446365,229.95161231052793,192.7943512860252,10.185823964009039,94.19999694824219,91.21203824708473,153.10000610351562,75.38970769221412,230.57921980269558,193.37985696958313,10.200279274421653,95.66666412353516,121214000,83410000,27124000,13163100,30160900,292132000,240730500,2020-07-27
2020-07-28,90.76673889160156,150.01649475097656,74.91094207763672,229.24429321289062,193.9078369140625,10.18358039855957,98.43267059326172,92.02965297999799,153.85450744628906,76.02490006928045,234.06588656056124,196.48021376643302,10.349560241832636,104.3133316040039,90.76186742027873,149.78799438476562,74.75500559506845,228.95540347133579,193.63908156071238,10.17735049780483,98.29467010498047,91.852015075252,152.7135009765625,75.97458351011703,233.73714052317075,195.43398652331524,10.341834898702313,100.26667022705078,103625600,62534000,30910000,14170100,23251400,271636000,237130500,2020-07-28
2020-07-29,92.50660705566406,151.67649841308594,75.90035247802734,232.40223693847656,195.86585998535156,10.432799339294434,99.94066619873047,92.69154477680748,151.95799255371094,76.38957630642854,232.81068038212788,196.43216470696157,10.48339054510042,102.32066345214844,91.21449359583792,149.8385009765625,74.87905326549283,229.4335812177927,193.8981758948436,10.314669848199278,99.13333129882812,91.25099250763601,151.54949951171875,74.97819642494973,230.260424579066,194.36850495719972,10.358282956652715,100.06666564941406,90329200,59482000,22676000,13588300,19632600,284508000,141403500,2020-07-29
2020-07-30,93.6259536743164,152.593994140625,76.64067840576172,233.60763549804688,195.7123260498047,10.580838203430176,99.16600036621094,93.73058636306052,154.60000610351562,76.76622275499713,233.9961507870083,196.24985137785023,10.589809909127565,100.8826675415039,91.2680274432724,150.25,74.48847653000448,228.1285651558752,191.55621143877264,10.263083717676144,98.06666564941406,91.67683010582483,150.6999969482422,74.62797025137715,229.3439237932875,192.92878231267574,10.342584609616207,99.19999694824219,158130000,122566000,36042000,20615300,25079600,308880000,114315000,2020-07-30
2020-07-31,103.42750549316406,158.23399353027344,74.12877655029297,252.70468139648438,196.77772521972656,10.581583976745605,95.38400268554688,103.57837258120165,162.34100341796875,74.97919408732075,254.8763935205981,196.86412235992762,10.732860394600078,101.13666534423828,98.13737733924819,157.5500030517578,72.43740576365673,248.05245445627082,191.01865794030672,10.400401560497146,94.73200225830078,100.14247044684525,162.1999969482422,74.58213492227172,254.84650889876966,196.19221946047625,10.530244569768712,101.0,374336800,161710000,91468000,53005100,51044000,386080000,183123000,2020-07-31
2020-08-03,106.03363800048828,155.59449768066406,73.8702163696289,251.00120544433594,207.84474182128906,10.975849151611328,99.0,108.66166323525441,159.1999969482422,74.6160098313244,254.42810219994098,208.90057673251002,11.064072660892021,100.65399932861328,105.01649553295304,155.1999969482422,73.3202082301425,249.37740333461971,201.98969858888674,10.681770787342352,96.29199981689453,105.31579399255398,159.02549743652344,74.28073079284519,251.68856696982888,203.02633250734016,10.69896695148064,96.61333465576172,308151200,101494000,45482000,23124900,78983000,412720000,132139500,2020-08-03
2020-08-04,106.74174499511719,156.94149780273438,73.39892578125,248.87930297851562,204.72525024414062,11.192670822143555,99.13333129882812,107.83675673192468,158.36199951171875,74.38584953229615,251.83800220693652,206.1458308108699,11.192670822143555,101.82733154296875,105.49829447245462,155.0605010986328,72.93709895228872,246.48842677738412,201.864917409733,10.871926381611631,97.46666717529297,106.22343825153119,155.0605010986328,74.0670056639935,250.60271540964905,205.56991818694544,11.015476533808767,99.6673355102539,173071600,93886000,37212000,17183500,49280100,310336000,126225000,2020-08-04
2020-08-05,107.12864685058594,160.25149536132812,73.68737030029297,248.1719970703125,204.3892822265625,11.251487731933594,99.00133514404297,107.44985207142959,160.67950439453125,74.23090162507052,251.3100192209883,206.36655947631414,11.336222212630027,99.98933410644531,105.9947004868368,156.36500549316406,73.29529036829226,246.82714346350014,203.0742999994307,11.131364586386841,97.88733673095703,106.46190875588427,157.18850708007812,73.5742853773924,249.23793260232915,206.2705691716204,11.20887188488383,99.53266906738281,121776800,78330000,29134000,13050100,28806400,249924000,74217000,2020-08-05
2020-08-06,110.86630249023438,161.25,74.97570037841797,264.2705078125,207.66238403320312,11.300082206726074,99.30533599853516,111.36270996964782,162.37350463867188,75.0414638688501,265.58549200841645,207.68157037993976,11.322511943925152,101.15399932861328,106.87072984975072,158.27149963378906,73.32917292799154,247.7237145515596,203.0551270469576,11.143822242966092,98.48400115966797,107.46203450000841,159.71800231933594,73.54090688926841,248.09230169705577,203.81339783290838,11.314287485123423,99.38866424560547,202428800,78812000,33306000,45241600,32656800,244316000,89884500,2020-08-06
2020-08-07,108.34567260742188,158.3730010986328,74.64789581298828,267.4184875488281,203.94775390625,11.164508819580078,96.84733581542969,110.8443633796673,162.04049682617188,75.72997170168529,277.8287335399451,207.03845434743357,11.468805276168764,99.98332977294922,107.5460918578799,157.0334930419922,74.04507773918269,262.4275427494563,202.45999201190585,11.00301526243381,94.33399963378906,110.38606573552487,161.20050048828125,75.17946947024757,263.0750631753726,206.22259531548428,11.27715568329685,99.96932983398438,198045600,78722000,27718000,72766400,27820400,342516000,133446000,2020-08-07
2020-08-10,109.92046356201172,157.4080047607422,74.57067108154297,261.9991760253906,199.88760375976562,11.130117416381836,94.57133483886719,110.9418802681056,158.62550354003906,75.08530020770952,272.8178346328324,203.371843748537,11.372607329678777,97.16666412353516,107.26088038518569,155.0760040283203,73.60765523231507,258.70177437901185,198.06390519013084,10.822580966628541,92.38933563232422,109.79613607004357,158.5155029296875,74.2707558268139,267.02000524946084,203.1702699727465,11.29883911936316,96.53333282470703,212403600,63346000,20546000,30248800,36716500,427796000,112834500,2020-08-10
2020-08-11,106.65143585205078,154.0334930419922,73.7596206665039,255.1553192138672,195.2131805419922,10.816100120544434,91.6259994506836,109.68155371834231,157.96099853515625,75.24922357958758,264.9080725335297,199.3117060421688,11.101954025391928,94.66666412353516,106.39059512633617,153.64999389648438,73.64254476328017,254.1591246472423,194.98281258770336,10.762018906920753,91.0,109.18181853754392,155.66000366210938,74.43018637647529,259.19986672224866,198.8413916071683,11.03915018871517,93.06666564941406,187902400,74362000,31098000,28238300,36446500,354512000,129387000,2020-08-11
2020-08-12,110.1959228515625,158.11199951171875,75.08979034423828,258.90106201171875,200.78988647460938,11.40450668334961,103.65066528320312,110.45432345102633,158.71949768066406,75.31049447767546,262.8957821912096,201.83611353320936,11.43117271824543,105.66666412353516,107.55096573953472,155.0709991455078,73.98180739873705,257.1278062135061,196.52817427157683,10.92401228565858,95.66666412353516,107.74598253329141,155.39999389648438,74.08742732192708,257.98454948688135,197.04648389132086,10.95641100943535,98.0,165598000,70442000,22512000,21415700,28013100,464412000,327441000,2020-08-12
2020-08-13,112.1461181640625,158.05099487304688,75.55859375,260.3056335449219,200.3195343017578,11.407246589660645,108.06666564941406,113.15290889313627,160.87600708007812,76.57093045908631,264.150960461302,202.86313088844787,11.685126063405306,110.07866668701172,111.09056951787859,157.75,75.13812091037408,258.582236365527,199.79161692368524,11.320269442591623,104.48400115966797,111.58055905900497,159.14950561523438,75.13812091037408,260.55468219178897,201.0298244691704,11.509924457959173,107.4000015258789,210082000,62980000,22388000,17374000,22588900,374460000,306379500,2020-08-13
2020-08-14,112.04615783691406,157.4010009765625,74.95977020263672,260.2458801269531,200.51150512695312,11.52786922454834,110.04733276367188,112.13635327859295,158.91200256347656,75.71503560697212,261.6505182288711,201.1738001585949,11.66817939262176,111.25333404541016,110.23003348739779,156.0,74.67928518835669,257.69562426007235,199.17732189149518,11.404755220907505,108.44266510009766,111.97058828094455,158.90899658203125,75.40714596693718,261.31181569670935,200.3771274861899,11.493975059668278,110.99933624267578,165565200,55034000,21942000,14792700,17958900,366436000,188664000,2020-08-14
2020-08-17,111.75361633300781,159.12049865722656,75.53816986083984,260.16619873046875,201.8361053466797,12.298455238342285,122.3759994506836,113.19676560303644,159.74850463867188,75.9138146755014,263.0950134368301,202.7095673786257,12.370978035804624,123.05733489990234,111.12468097941458,157.70899963378906,74.9782032851523,258.41288641606246,200.53071620812176,11.780329457725347,111.52200317382812,113.17238664899372,158.656005859375,75.52472220977971,261.5010959147742,201.18341810043327,11.814222675861915,111.80000305175781,119561600,53824000,19990000,13351100,20184800,621300000,303634500,2020-08-17
2020-08-18,112.68485260009766,165.62449645996094,77.50802612304688,261.3416748046875,202.99754333496094,12.222441673278809,125.80599975585938,113.11145831572809,166.0,77.58723726473458,264.14097906027695,203.8326034650633,12.456957117119465,128.25999450683594,111.1685737018232,160.29100036621094,75.80868867138717,258.2734089649064,200.8090987797456,12.048487377183541,123.00733184814453,111.50498397074077,160.60000610351562,76.03038104423156,259.95698018784816,202.07608605831243,12.411100362833903,126.59933471679688,105633600,106920000,28378000,18690400,21336200,503448000,247117500,2020-08-18
2020-08-19,112.82622528076172,163.0240020751953,76.9515380859375,261.5906982421875,201.76593017578125,12.10057544708252,125.23533630371094,114.24499562094896,165.7949981689453,78.15965998379887,266.8904600381593,204.07513421341247,12.2765233703233,127.4000015258789,112.73115702960943,162.8000030517578,76.72187139549743,260.35542684667604,201.33295900668412,12.06020134386817,122.74732971191406,113.09437890098116,165.15049743652344,77.34411213690089,260.39528313727254,203.48821317217968,12.25808179421536,124.33333587646484,145538000,83702000,30472000,23291500,27627600,622624000,183079500,2020-08-19
2020-08-20,115.32980346679688,164.86849975585938,78.52783203125,267.9862976074219,206.46131896972656,12.103065490722656,133.45533752441406,115.4443778648386,165.63099670410156,78.72312323476095,268.6039333457147,206.86542641303618,12.336334567902107,134.79933166503906,112.85061167913358,161.89999389648438,76.4458788058098,260.4650107390466,201.0058464628428,11.841634938674092,123.80400085449219,112.86767769232154,162.60000610351562,76.72038115531467,260.50486703225897,201.61200028707256,11.937584739924517,124.04533386230469,126907200,66650000,26382000,20299700,26981500,921388000,309177000,2020-08-20
2020-08-21,121.27303314208984,164.23599243164062,78.49396514892578,265.99395751953125,204.96035766601562,12.643872261047363,136.6653289794922,121.7581423853081,165.72000122070312,79.30651802118916,269.4606956309077,208.06814597837223,12.768730796004272,139.69932556152344,116.28052490809851,163.76950073242188,77.833357816529,265.4062062926192,204.79679140552005,12.157147007687085,135.00332641601562,116.29271066660041,164.75,78.3061389332452,267.6675573251233,205.7685726054539,12.163626942618377,136.3173370361328,338054800,71518000,34838000,15538600,36249300,999868000,322344000,2020-08-21
2020-08-24,122.72348022460938,165.3730010986328,78.97122192382812,270.35723876953125,205.60498046875,12.68050479888916,134.27999877929688,125.57808696417352,169.01600646972656,80.14845763456078,276.1949239213989,207.36574366044377,12.87215435100492,141.93333435058594,120.85129254611644,162.8780059814453,78.4675469972095,267.74718365369284,204.39264353069976,12.468419117955458,128.50132751464844,125.49275690245359,165.50750732421875,79.33589725744946,270.03844923457405,206.66335284725108,12.843493764129477,141.7519989013672,345937600,93326000,25638000,23685600,25460100,490564000,300954000,2020-08-24
2020-08-25,121.7166976928711,167.32449340820312,80.00248718261719,279.7513732910156,208.27981567382812,12.710165977478027,134.8893280029297,122.06286102018731,167.8699951171875,80.15343686372387,282.01272407574464,208.41451815872668,12.721380373477587,135.19667053222656,119.98833606258718,163.35000610351562,78.60903241627476,269.23156080644554,205.03732499211057,12.534466167926439,131.1999969482422,121.59237766186422,164.74949645996094,78.71963154557028,271.37337310408,205.03732499211057,12.591288246130716,131.65933227539062,211495600,79856000,25150000,42127200,23043700,289076000,159883500,2020-08-25
